input,type,time_ns
eSwFMGzJ9PJ90kxO,constant,0.5142857142857142
WMqxH1zDXrVwNBJQ,insecure,0.0
WMqxH1zDXrVwNBJQ,constant,0.5142857142857142
FJBq1oX514N8XSGq,insecure,0.0
FJBq1oX514N8XSGq,constant,0.5142857142857142
kjFb5084OqvdNhTH,insecure,0.0
kjFb5084OqvdNhTH,constant,0.5142857142857142
Z6K50CVUtnjpeb1o,insecure,0.0
Z6K50CVUtnjpeb1o,constant,0.5428571428571428
gqgR4n5bycot8ptA,insecure,0.0
gqgR4n5bycot8ptA,constant,0.5428571428571428
RHh3LzV2fNTnO7T0,insecure,0.02857142857142857
RHh3LzV2fNTnO7T0,constant,0.5142857142857142
ordS1CBfBIBGj6YK,insecure,0.0
ordS1CBfBIBGj6YK,constant,0.5142857142857142
RBoAhVBYfG73ZNl5,insecure,0.02857142857142857
RBoAhVBYfG73ZNl5,constant,0.5142857142857142
iiRpCD9F5s0GFJpw,insecure,0.0
iiRpCD9F5s0GFJpw,constant,0.5142857142857142
YaZVe6fwuNWRjYOw,insecure,0.02857142857142857
YaZVe6fwuNWRjYOw,constant,0.5142857142857142
